[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1] 
schedule_mode = EER 
origin_core_space_size #= 31 
selected_core_space_size #= 8 
core_space #= 8 
[array([0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]), array([3, 0, 0, 1, 0, 2, 0, 1, 1, 3, 6]), array([3, 0, 0, 1, 0, 1, 1, 1, 0, 2, 5]), array([3, 0, 0, 1, 1, 0, 1, 0, 0, 3, 4]), array([2, 0, 0, 3, 0, 2, 1, 1, 3, 2, 4]), array([3, 0, 0, 3, 2, 1, 0, 0, 3, 1, 2]), array([1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 1]), array([3, 0, 0, 1, 1, 0, 0, 1, 2, 1, 0])] 
hmp_configs = 
{'Core-1': 4} topo=[1, 0, 0, 0, 0] 0.13788847740065222 0.0003080855926740973 
{'Core-1': 4} topo=[0, 0, 0, 0, 0] 0.13955716588597591 0.001970951047906785 
{'Core-2': 4} topo=[1, 0, 0, 0, 0] 0.13788847740065222 0.0003080855926740973 
{'Core-2': 4} topo=[0, 0, 0, 0, 0] 0.13955716588597591 0.001970951047906785 
{'Core-3': 4} topo=[1, 0, 0, 0, 0] 0.13788847740065222 0.0003080855926740973 
{'Core-3': 4} topo=[0, 0, 0, 0, 0] 0.13955716588597591 0.001970951047906785 
{'Core-4': 4} topo=[1, 0, 0, 0, 0] 0.13788847740065222 0.0003080855926740973 
{'Core-4': 4} topo=[0, 0, 0, 0, 0] 0.13955716588597591 0.001970951047906785 
{'Core-5': 4} topo=[1, 0, 0, 0, 0] 0.13788847740065222 0.0003080855926740973 
{'Core-5': 4} topo=[0, 0, 0, 0, 0] 0.13955716588597591 0.001970951047906785 
{'Core-6': 4} topo=[1, 0, 0, 0, 0] 0.13788847740065222 0.0003080855926740973 
{'Core-6': 4} topo=[0, 0, 0, 0, 0] 0.13955716588597591 0.001970951047906785 
{'Core-0': 3, 'Core-1': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
{'Core-0': 3, 'Core-1': 1} topo=[0, 0, 0, 0, 0] 0.5296367456624521 0.8197111980233913 
{'Core-0': 2, 'Core-1': 2} topo=[1, 0, 0, 0, 0] 0.4818497900870182 0.8154449957039713 
{'Core-0': 2, 'Core-1': 2} topo=[0, 0, 0, 0, 0] 0.4699885160821021 0.8189413489118095 
{'Core-0': 1, 'Core-1': 3} topo=[1, 0, 0, 0, 0] 0.47793330299347664 0.8154193978310926 
{'Core-0': 1, 'Core-1': 3} topo=[0, 0, 0, 0, 0] 0.4693781957538927 0.8186129979831813 
{'Core-0': 3, 'Core-2': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
{'Core-0': 3, 'Core-2': 1} topo=[0, 0, 0, 0, 0] 0.5296367456624521 0.8197111980233913 
{'Core-0': 2, 'Core-2': 2} topo=[1, 0, 0, 0, 0] 0.4818497900870182 0.8154449957039713 
{'Core-0': 2, 'Core-2': 2} topo=[0, 0, 0, 0, 0] 0.4699885160821021 0.8189413489118095 
{'Core-0': 1, 'Core-2': 3} topo=[1, 0, 0, 0, 0] 0.47793330299347664 0.8154193978310926 
{'Core-0': 1, 'Core-2': 3} topo=[0, 0, 0, 0, 0] 0.4693781957538927 0.8186129979831813 
{'Core-0': 3, 'Core-3': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
{'Core-0': 3, 'Core-3': 1} topo=[0, 0, 0, 0, 0] 0.5296367456624521 0.8197111980233913 
{'Core-0': 2, 'Core-3': 2} topo=[1, 0, 0, 0, 0] 0.4818497900870182 0.8154449957039713 
{'Core-0': 2, 'Core-3': 2} topo=[0, 0, 0, 0, 0] 0.4699885160821021 0.8189413489118095 
{'Core-0': 1, 'Core-3': 3} topo=[1, 0, 0, 0, 0] 0.47793330299347664 0.8154193978310926 
{'Core-0': 1, 'Core-3': 3} topo=[0, 0, 0, 0, 0] 0.4693781957538927 0.8186129979831813 
{'Core-0': 3, 'Core-4': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
{'Core-0': 3, 'Core-4': 1} topo=[0, 0, 0, 0, 0] 0.5296367456624521 0.8197111980233913 
{'Core-0': 2, 'Core-4': 2} topo=[1, 0, 0, 0, 0] 0.4818497900870182 0.8154449957039713 
{'Core-0': 2, 'Core-4': 2} topo=[0, 0, 0, 0, 0] 0.4699885160821021 0.8189413489118095 
{'Core-0': 1, 'Core-4': 3} topo=[1, 0, 0, 0, 0] 0.47793330299347664 0.8154193978310926 
{'Core-0': 1, 'Core-4': 3} topo=[0, 0, 0, 0, 0] 0.4693781957538927 0.8186129979831813 
{'Core-0': 3, 'Core-5': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
{'Core-0': 3, 'Core-5': 1} topo=[0, 0, 0, 0, 0] 0.5296367456624521 0.8197111980233913 
{'Core-0': 2, 'Core-5': 2} topo=[1, 0, 0, 0, 0] 0.4818497900870182 0.8154449957039713 
{'Core-0': 2, 'Core-5': 2} topo=[0, 0, 0, 0, 0] 0.4699885160821021 0.8189413489118095 
{'Core-0': 1, 'Core-5': 3} topo=[1, 0, 0, 0, 0] 0.47793330299347664 0.8154193978310926 
{'Core-0': 1, 'Core-5': 3} topo=[0, 0, 0, 0, 0] 0.4693781957538927 0.8186129979831813 
{'Core-0': 3, 'Core-6': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
{'Core-0': 3, 'Core-6': 1} topo=[0, 0, 0, 0, 0] 0.5296367456624521 0.8197111980233913 
{'Core-0': 2, 'Core-6': 2} topo=[1, 0, 0, 0, 0] 0.4818497900870182 0.8154449957039713 
{'Core-0': 2, 'Core-6': 2} topo=[0, 0, 0, 0, 0] 0.4699885160821021 0.8189413489118095 
{'Core-0': 1, 'Core-6': 3} topo=[1, 0, 0, 0, 0] 0.47793330299347664 0.8154193978310926 
{'Core-0': 1, 'Core-6': 3} topo=[0, 0, 0, 0, 0] 0.4693781957538927 0.8186129979831813 
{'Core-1': 3, 'Core-2': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
{'Core-1': 3, 'Core-2': 1} topo=[0, 0, 0, 0, 0] 0.5296367456624521 0.8197111980233913 
{'Core-1': 2, 'Core-2': 2} topo=[1, 0, 0, 0, 0] 0.4818497900870182 0.8154449957039713 
{'Core-1': 2, 'Core-2': 2} topo=[0, 0, 0, 0, 0] 0.4699885160821021 0.8189413489118095 
{'Core-1': 1, 'Core-2': 3} topo=[1, 0, 0, 0, 0] 0.47793330299347664 0.8154193978310926 
{'Core-1': 1, 'Core-2': 3} topo=[0, 0, 0, 0, 0] 0.4693781957538927 0.8186129979831813 
{'Core-1': 3, 'Core-3': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
{'Core-1': 3, 'Core-3': 1} topo=[0, 0, 0, 0, 0] 0.5296367456624521 0.8197111980233913 
{'Core-1': 2, 'Core-3': 2} topo=[1, 0, 0, 0, 0] 0.4818497900870182 0.8154449957039713 
{'Core-1': 2, 'Core-3': 2} topo=[0, 0, 0, 0, 0] 0.4699885160821021 0.8189413489118095 
{'Core-1': 1, 'Core-3': 3} topo=[1, 0, 0, 0, 0] 0.47793330299347664 0.8154193978310926 
{'Core-1': 1, 'Core-3': 3} topo=[0, 0, 0, 0, 0] 0.4693781957538927 0.8186129979831813 
{'Core-1': 3, 'Core-4': 1} topo=[1, 0, 0, 0, 0] 0.5443734801334713 0.8154720268606063 
